Age,DistanceFromHome,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,Education_Below College,Education_College,Education_Doctor,Education_Master,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
26,21,1,135250,8.0,17,1,7.0,4,2,2,2,2,3,2.0,1.0,3.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
52,5,4,14200,1.0,13,1,33.0,2,32,6,9,4,3,1.0,4.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
44,16,1,80200,3.0,11,1,23.0,2,12,11,11,3,3,4.0,4.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,2,1,36880,0.0,11,0,19.0,3,18,0,13,2,3,4.0,3.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
36,2,4,54820,1.0,18,0,18.0,3,17,15,14,3,3,3.0,1.0,3.0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
39,11,1,160150,1.0,11,0,21.0,3,21,2,8,4,3,4.0,1.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
33,9,5,12000,0.0,11,1,3.0,3,2,2,2,3,3,2.0,4.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
45,7,1,56610,3.0,12,0,26.0,2,9,1,1,2,3,4.0,4.0,4.0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
32,15,2,69290,9.0,20,0,10.0,6,8,7,7,1,4,4.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34,6,2,96130,0.0,12,1,16.0,5,15,0,9,2,3,2.0,4.0,2.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
59,5,2,56740,3.0,12,0,14.0,6,6,0,4,3,3,2.0,4.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
45,16,2,54840,1.0,20,3,6.0,6,6,0,4,3,4,2.0,2.0,3.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
53,8,2,120610,2.0,20,1,30.0,2,15,6,12,4,4,3.0,2.0,3.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
36,7,1,56600,7.0,12,0,9.0,3,1,0,0,3,3,1.0,3.0,2.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,2,2,48210,6.0,14,2,6.0,2,3,1,2,3,3,1.0,1.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
34,2,1,64100,1.0,13,1,1.0,5,1,0,0,2,3,3.0,3.0,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
28,10,2,52100,1.0,15,0,1.0,1,1,0,0,4,3,4.0,2.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
38,9,2,26950,3.0,14,1,8.0,4,2,2,2,1,3,3.0,3.0,3.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
50,5,1,118780,2.0,13,1,29.0,2,8,7,7,3,3,2.0,3.0,2.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
37,1,1,170680,3.0,23,0,8.0,6,4,0,1,3,4,4.0,2.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
40,2,5,24550,1.0,15,1,8.0,2,7,7,5,3,3,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
26,3,2,139640,1.0,11,2,5.0,1,5,1,3,2,3,1.0,3.0,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
46,2,3,49410,9.0,13,2,23.0,2,2,2,2,2,3,4.0,4.0,3.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54,5,2,24780,6.0,11,0,13.0,0,9,7,0,3,3,3.0,3.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
56,1,2,52280,2.0,11,0,18.0,4,5,0,3,3,3,1.0,3.0,3.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
36,4,2,44780,0.0,18,1,15.0,3,14,7,8,3,3,4.0,4.0,2.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
55,2,2,75470,7.0,16,0,31.0,2,9,6,2,2,3,3.0,1.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
43,25,3,50550,5.0,22,0,18.0,2,1,0,0,2,4,3.0,4.0,3.0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20,8,3,34640,1.0,20,0,2.0,3,2,0,2,2,4,4.0,4.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
21,1,1,57750,1.0,18,0,1.0,2,1,1,0,3,3,3.0,1.0,2.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
46,12,3,89430,8.0,12,1,19.0,6,16,1,7,3,3,4.0,1.0,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,23,2,192720,9.0,20,0,18.0,2,10,2,7,3,4,1.0,3.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
28,19,4,52380,1.0,17,1,10.0,4,10,1,9,2,3,2.0,1.0,2.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,5,2,46820,1.0,11,1,6.0,3,5,1,3,1,3,1.0,1.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
30,8,1,183000,0.0,14,0,7.0,6,6,0,2,3,3,3.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
41,1,1,52570,1.0,14,0,10.0,2,10,0,8,4,3,2.0,3.0,3.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38,5,1,63490,0.0,11,0,20.0,3,19,1,9,3,3,3.0,3.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
40,1,1,48690,4.0,12,0,14.0,2,11,11,1,3,3,1.0,4.0,3.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
27,11,2,99850,1.0,14,1,3.0,3,3,1,2,2,3,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
55,23,3,36970,3.0,13,1,23.0,1,3,1,2,3,3,4.0,2.0,3.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
28,1,2,74570,3.0,11,2,10.0,1,8,1,7,4,3,3.0,3.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,18,2,21190,9.0,15,0,24.0,3,20,3,6,3,3,2.0,1.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33,23,4,39830,4.0,12,0,9.0,3,3,1,2,3,3,4.0,4.0,3.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,7,3,61180,0.0,21,1,9.0,3,8,4,7,2,4,4.0,1.0,3.0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
33,1,1,62140,1.0,19,2,14.0,3,13,3,8,3,3,1.0,3.0,3.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,1,2,63470,1.0,15,1,4.0,2,4,2,2,3,3,1.0,3.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
34,29,1,115100,0.0,14,1,7.0,5,6,0,4,3,3,1.0,4.0,2.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
37,7,4,71430,2.0,21,0,8.0,6,1,0,0,2,4,4.0,4.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25,25,2,82680,1.0,12,0,7.0,3,7,5,6,2,3,4.0,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,8,2,80950,1.0,15,0,1.0,3,1,0,0,4,3,1.0,3.0,2.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
33,8,4,29040,4.0,13,0,5.0,2,2,2,2,3,3,1.0,2.0,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
42,11,4,60320,0.0,14,0,23.0,2,22,13,7,2,3,4.0,1.0,3.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28,7,2,29760,1.0,14,0,1.0,3,1,0,0,3,3,1.0,2.0,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
50,1,2,159920,3.0,14,0,5.0,3,0,0,0,3,3,4.0,3.0,3.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
33,9,2,46490,0.0,12,0,4.0,2,3,0,2,2,3,4.0,2.0,3.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
34,1,2,26960,3.0,23,0,6.0,3,0,0,0,3,4,3.0,4.0,3.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
48,2,2,23700,2.0,11,0,27.0,3,5,2,1,3,3,1.0,4.0,2.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
45,1,2,125040,1.0,12,1,15.0,2,15,4,12,3,3,2.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
52,1,1,59740,7.0,18,1,18.0,6,8,4,0,3,3,2.0,2.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
38,6,1,47360,0.0,11,1,9.0,3,8,2,7,2,3,3.0,3.0,3.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
29,8,4,52960,4.0,14,0,11.0,3,7,1,7,4,3,3.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28,1,4,67810,0.0,15,1,10.0,2,9,1,7,3,3,4.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,6,3,21740,3.0,11,1,23.0,3,12,4,9,3,3,1.0,3.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
38,7,1,66530,7.0,20,1,10.0,2,1,0,0,3,4,4.0,2.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
43,5,2,96990,8.0,19,1,18.0,3,8,0,1,3,3,3.0,1.0,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
39,1,2,67550,7.0,14,1,21.0,2,18,11,5,3,3,1.0,4.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,1,1,22130,1.0,17,0,21.0,4,20,4,9,3,3,3.0,3.0,4.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,1,1,26100,1.0,11,1,2.0,3,2,2,2,2,3,4.0,2.0,4.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,6,1,28510,9.0,15,0,9.0,2,5,0,3,3,3,3.0,2.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
36,1,3,34520,2.0,13,3,18.0,4,11,0,9,4,3,1.0,4.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
31,7,1,52580,0.0,14,3,3.0,5,2,2,2,3,3,3.0,4.0,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
28,2,1,93550,0.0,11,0,6.0,4,5,0,4,3,3,1.0,2.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
35,9,1,104960,1.0,13,1,5.0,2,5,0,2,3,3,4.0,4.0,3.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
49,2,1,63800,6.0,23,1,22.0,1,9,2,3,2,4,4.0,2.0,3.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
34,9,2,26570,2.0,13,1,5.0,3,3,0,2,2,3,4.0,3.0,2.0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
29,1,3,27160,0.0,18,0,8.0,2,7,1,1,1,3,4.0,2.0,2.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
42,21,1,22010,4.0,12,1,16.0,3,1,0,0,4,3,2.0,4.0,3.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,4,2,65400,1.0,22,0,10.0,2,10,1,2,1,4,2.0,4.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,1,1,38160,1.0,13,2,7.0,2,7,5,0,2,3,3.0,3.0,4.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
28,6,1,52530,1.0,15,0,3.0,2,3,0,2,3,3,3.0,3.0,3.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
18,2,3,109650,1.0,18,0,0.0,5,0,0,0,4,3,3.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
33,3,1,49360,0.0,14,0,6.0,2,5,0,3,2,3,1.0,1.0,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
41,4,2,25430,3.0,12,0,6.0,3,1,0,0,3,3,2.0,4.0,3.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
31,10,1,53040,1.0,17,0,2.0,3,2,2,2,4,3,3.0,3.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
37,23,3,166590,7.0,16,1,9.0,2,6,1,3,3,3,3.0,4.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
27,6,1,42600,1.0,11,2,4.0,2,4,2,2,3,3,4.0,3.0,3.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34,1,2,24760,1.0,19,0,6.0,2,6,1,3,3,3,2.0,3.0,2.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35,6,3,31020,1.0,13,1,6.0,3,5,1,4,2,3,3.0,3.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29,6,1,22440,1.0,12,3,11.0,5,11,3,10,1,3,4.0,1.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
40,2,4,75960,9.0,11,0,20.0,0,18,2,13,1,3,2.0,3.0,2.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
42,2,1,22850,0.0,16,0,22.0,3,21,13,14,1,3,3.0,1.0,2.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
42,1,4,30340,7.0,21,1,9.0,3,6,1,5,2,4,2.0,1.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
35,5,1,57150,6.0,24,2,10.0,0,8,1,7,3,4,4.0,3.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
24,7,1,25760,8.0,17,3,6.0,3,4,1,2,3,3,4.0,2.0,3.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28,15,2,41970,1.0,13,0,1.0,3,1,0,0,1,3,3.0,4.0,2.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
26,1,2,143360,1.0,21,1,8.0,3,8,0,7,3,4,1.0,4.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
30,7,1,34480,1.0,11,0,10.0,3,10,1,4,3,3,3.0,2.728246013667426,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,26,2,194060,3.0,20,3,16.0,2,1,0,0,3,4,3.0,4.0,1.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
35,18,2,65380,2.0,16,1,15.0,3,7,6,4,3,3,3.0,2.0,4.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34,6,1,43060,0.0,11,0,14.0,2,13,4,9,3,3,4.0,1.0,3.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
35,3,2,22580,1.0,11,1,2.0,2,2,2,2,3,3,4.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
43,5,3,45220,8.0,15,1,7.0,3,4,1,3,3,3,1.0,3.0,2.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32,11,2,44870,1.0,11,0,1.0,5,1,0,0,2,3,3.0,1.0,3.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
56,3,2,44490,2.6948303347756775,15,0,28.0,3,5,4,2,1,3,4.0,1.0,3.0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29,26,1,22180,1.0,24,1,10.0,1,10,0,8,3,4,2.7236031927023947,4.0,3.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
19,23,2,191970,1.0,12,0,1.0,2,1,0,0,3,3,3.0,1.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
45,22,2,132120,4.0,13,0,7.0,4,3,0,2,3,3,1.0,3.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
37,14,3,65770,1.0,13,0,14.0,1,14,3,11,1,3,4.0,4.0,2.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
20,6,5,83920,1.0,17,0,2.0,5,2,1,2,3,3,1.0,3.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
44,6,3,45580,1.0,13,1,6.0,2,6,0,2,1,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
53,6,1,40310,3.0,12,1,26.0,3,7,4,7,2,3,4.0,3.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29,23,1,79690,0.0,14,0,6.0,3,5,1,3,3,3,2.0,4.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
22,22,1,26540,0.0,24,0,1.0,5,0,0,0,2,4,3.0,4.0,3.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
46,2,2,165550,8.0,14,2,28.0,4,26,15,9,3,3,3.0,1.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
44,20,1,45560,2.0,13,0,6.0,4,0,0,0,3,3,4.0,3.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
33,28,1,60910,1.0,15,0,5.0,6,5,1,4,1,3,2.0,3.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41,12,2,195660,6.0,16,0,5.0,2,1,0,0,4,3,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30,20,3,48100,8.0,18,0,8.0,3,4,0,3,2,3,3.0,1.0,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,9,1,45230,5.0,16,1,5.0,5,0,0,0,4,3,2.0,2.0,3.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
50,25,2,32020,2.0,24,1,32.0,2,2,2,2,3,4,4.0,1.0,3.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,6,2,23510,1.0,16,0,6.0,4,6,3,3,3,3,4.0,1.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
46,8,3,17020,5.0,21,0,25.0,2,4,0,3,3,4,4.0,2.0,3.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
35,4,1,180410,3.0,20,1,15.0,3,7,1,7,2,4,3.0,1.0,3.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
24,28,3,28860,1.0,19,1,1.0,5,1,0,0,3,3,4.0,2.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
33,9,1,20970,1.0,14,2,10.0,5,10,0,1,2,3,2.0,3.0,2.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
36,9,2,119350,1.0,11,3,7.0,6,7,1,7,4,3,3.0,3.0,3.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
30,29,1,25460,1.0,14,1,10.0,2,10,8,9,3,3,3.0,3.0,2.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
44,3,2,25640,1.0,12,3,20.0,3,20,13,17,1,3,4.0,4.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
20,18,1,84120,1.0,13,0,2.0,2,2,2,2,2,3,3.0,4.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
46,9,1,141180,2.0,22,0,12.0,3,6,1,4,3,4,4.0,4.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
42,5,5,170460,7.0,11,0,10.0,3,4,0,3,2,3,4.0,1.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
60,2,2,25640,0.0,14,1,12.0,3,11,1,9,3,3,2.0,4.0,3.0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,10,1,102660,1.0,11,0,2.0,3,2,2,2,3,3,3.0,2.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32,9,2,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,3.0,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36,3,4,178610,2.0,18,0,17.0,2,7,7,7,2,3,3.0,1.0,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,26,1,42300,0.0,12,0,15.0,0,14,4,10,3,3,1.0,4.0,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
40,1,2,37800,7.0,12,0,7.0,2,5,1,3,1,3,2.0,2.0,4.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25,6,1,27680,0.0,22,1,5.0,0,4,1,1,3,4,3.0,4.0,3.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
30,9,1,90710,0.0,19,1,12.0,2,11,5,7,2,3,4.0,2.0,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,8,1,106480,3.0,13,1,20.0,1,1,0,0,3,3,1.0,1.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
35,1,2,136100,4.0,22,2,16.0,4,13,4,12,2,4,3.0,4.0,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
27,7,3,34080,1.0,24,0,9.0,2,9,6,8,3,4,1.0,1.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
54,9,2,29830,7.0,14,1,33.0,2,5,1,4,2,3,4.0,3.0,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
44,4,5,76320,1.0,21,0,10.0,3,10,7,7,3,4,1.0,4.0,3.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
19,2,3,98240,1.0,18,0,1.0,2,1,0,0,3,3,1.0,2.0,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
